rank,feature,mean_abs_ensemble_shap,mean_abs_member_shap,mean_ensemble_shap,sd_ensemble_shap,min_ensemble_shap,q25_ensemble_shap,median_ensemble_shap,q75_ensemble_shap,max_ensemble_shap,positive_share
119,ine_001,0.00027222228148123667,0.00041022690472358,9.91512417611929e-05,0.0005661748522824264,-0.002435634638425092,-0.00014375420420817165,2.692920000687323e-05,0.0001459961563013464,0.003990558923352505,0.534
120,ine_002,0.00025836899894805354,0.00025836899894805354,6.005281135886191e-05,0.0004096772450377913,-0.0005387652116339971,-4.335520803792621e-05,1.5945792255542726e-05,4.262603851608745e-05,0.0016090188451254911,0.692
121,dgc_007,0.0002528173221242474,0.0002849804068067642,7.132122260216299e-06,0.0005995666390660675,-0.002100897904466195,-3.051040551721586e-05,-3.051040551721586e-05,-5.354586454368099e-06,0.0038398253142342465,0.214
122,sea_008,0.00022603448546955018,0.000536163602865388,-8.072508427439511e-06,0.0003408223769263467,-0.0016154022464919427,-0.00020866473597233966,-2.9109155094541402e-05,0.0001989645603263016,0.0024212985050871853,0.44
123,ine_028,0.0002024952604689862,0.00020249526046898535,0.00010941539863848981,0.0003653623293922849,-0.0006790220122483627,-3.4987813498747676e-05,6.215226497293065e-05,9.847727442299355e-05,0.001206213015546781,0.598
124,dgc_001,0.0001972820930794314,0.00022221493598920241,2.559119509520416e-05,0.0004140249120083835,-0.002128244085476369,6.21064429619888e-05,0.0001430136726170171,0.00018952466110794356,0.00018952466110794356,0.934
125,dgc_013,0.00019162209545379256,0.00019162209545379256,7.013621697636704e-05,0.0005754210602776908,-6.629489068803468e-05,-6.629489068803468e-05,-6.629489068803468e-05,-6.629489068803468e-05,0.0026048539036801696,0.054
126,contratadanyospropios,0.00016478398992785114,0.00016478398992785125,0.00012682796773774173,0.00018696169260952182,-0.001534737628609967,6.899650763820319e-05,0.00018804752262638604,0.00018804752262638604,0.00018804752262638604,0.978
127,rep_006,0.00015567674571727799,0.0001556767457172789,1.854103492199166e-05,0.0003034557576667733,-0.0012949438259751158,-0.00010134592641377647,6.914488082910367e-05,6.914488082910367e-05,0.0008834961571308061,0.628
128,categoria,0.0001445545725693675,0.00014455457256936784,-3.485585380202824e-05,0.00033297328545008926,-0.00024107649173012207,-0.00024107649173012207,-1.5279739284245414e-05,-1.5279739284245414e-05,0.0020206016477906283,0.086
129,osm_001,0.00012653873169094371,0.00012653873169094334,5.4553341093662825e-06,0.0006023835229133225,-0.004443661548379914,-8.936181304616555e-05,-8.233490860593993e-05,2.566478694806893e-05,0.005940939899099574,0.434
130,contratalunas,0.00011867140607685475,0.0001186714060768552,-9.163927833759247e-06,0.00023492266092611376,-0.00018441358566747374,-5.115165444193123e-05,-5.115165444193123e-05,-5.115165444193123e-05,0.001652513922381825,0.09
131,ine_032,0.00011776741511782473,0.00011776741511782351,-5.340769377980832e-05,0.00038806468478481097,-0.0037820440902184083,3.117030288868053e-05,3.117030288868053e-05,3.117030288868053e-05,0.0001124606882364172,0.934
132,ine_024,9.071372044940575e-05,9.07137204494064e-05,6.232129993489836e-05,0.00016515316102854976,-0.002790651341938119,2.4719445268327548e-05,3.5901870810982575e-05,0.00017674125165608083,0.00017674125165608083,0.978
