threshold,quantile,tn,fp,fn,tp,sensitivity,specificity,gmean,informedness,balance_gap
0,0,0,442214,0,1860,1,0,0,0,1
1.92261475606825e-06,0.621211780018646,275528,166686,336,1524,0.819354838709677,0.623064850954515,0.714500665121808,0.442419689664193,0.196289987755162
1.93143408981169e-06,0.621214031895585,275529,166685,336,1524,0.819354838709677,0.623067112303093,0.714501961723273,0.44242195101277,0.196287726406584
1.96753566158387e-06,0.621216283772524,275530,166684,336,1524,0.819354838709677,0.623069373651671,0.714503258322385,0.442424212361348,0.196285465058006
1.97677291821102e-06,0.621218535649464,275531,166683,336,1524,0.819354838709677,0.623071635000249,0.714504554919144,0.442426473709926,0.196283203709429
1.98609731876862e-06,0.621220787526403,275532,166682,336,1524,0.819354838709677,0.623073896348827,0.71450585151355,0.442428735058504,0.196280942360851
1.99551010226989e-06,0.621225291280282,275534,166680,336,1524,0.819354838709677,0.623078419045982,0.714508444695304,0.44243325775566,0.196276419663695
2.00501253132832e-06,0.621229795034161,275536,166678,336,1524,0.819354838709677,0.623082941743138,0.714511037867646,0.442437780452815,0.196271896966539
2.01460589272224e-06,0.6212320469111,275537,166677,336,1524,0.819354838709677,0.623085203091716,0.714512334450287,0.442440041801393,0.196269635617962
2.02429149797571e-06,0.621238802541919,275540,166674,336,1524,0.819354838709677,0.623091987137449,0.714516224184096,0.442446825847127,0.196262851572228
2.03407068395627e-06,0.621243306295798,275542,166672,336,1524,0.819354838709677,0.623096509834605,0.714518817328204,0.442451348544282,0.196258328875072
2.04394481349004e-06,0.621256817557434,275548,166666,336,1524,0.819354838709677,0.623110077926072,0.714526596704063,0.442464916635749,0.196244760783605
2.05391527599487e-06,0.621277084449889,275557,166657,336,1524,0.819354838709677,0.623130430063273,0.714538265609047,0.44248526877295,0.196224408646405
2.0639834881321e-06,0.621295099465404,275565,166649,336,1524,0.819354838709677,0.623148520851895,0.714548637809057,0.442503359561573,0.196206317857782
2.07415089447757e-06,0.621326625742556,275579,166635,336,1524,0.819354838709677,0.623180179731985,0.714566788796798,0.442535018441662,0.196174658977692
2.08441896821261e-06,0.621346892635011,275588,166626,336,1524,0.819354838709677,0.623200531869186,0.714578457045454,0.442555370578863,0.196154306840492
2.09478921183556e-06,0.621362655773587,275595,166619,336,1524,0.819354838709677,0.62321636130923,0.714587532218242,0.442571200018908,0.196138477400447
2.10526315789474e-06,0.621382922666042,275604,166610,336,1524,0.819354838709677,0.623236713446431,0.714599200128191,0.442591552156108,0.196118125263246
2.11584236974345e-06,0.621425708327891,275623,166591,336,1524,0.819354838709677,0.62327967906941,0.714623831756915,0.442634517779087,0.196075159640268
2.12652844231792e-06,0.621459486481983,275638,166576,336,1524,0.819354838709677,0.623313599298077,0.714643277179898,0.442668438007755,0.1960412394116
2.13732300293882e-06,0.621500020266892,275656,166558,336,1524,0.819354838709677,0.623354303572478,0.714666610989076,0.442709142282156,0.196000535137199
2.14822771213749e-06,0.621558569067318,275682,166532,336,1524,0.819354838709677,0.623413098635502,0.714700314035185,0.44276793734518,0.195941740074175
2.15924426450742e-06,0.621603606606106,275702,166512,336,1524,0.819354838709677,0.623458325607059,0.714726238373811,0.442813164316736,0.195896513102618
2.1703743895822e-06,0.621653147898774,275724,166490,336,1524,0.819354838709677,0.623508075275772,0.714754754060273,0.442862913985449,0.195846763433906
2.18161985274066e-06,0.621720704206957,275754,166460,336,1524,0.819354838709677,0.623575915733107,0.714793637253955,0.442930754442784,0.195778922976571
2.19298245614035e-06,0.621804023653715,275791,166423,336,1524,0.819354838709677,0.623659585630487,0.714841590279981,0.443014424340164,0.195695253079191
2.20446403968035e-06,0.621894098731293,275831,166383,336,1524,0.819354838709677,0.6237500395736,0.714893427770869,0.443104878283278,0.195604799136077
2.21606648199446e-06,0.621970662547233,275865,166349,336,1524,0.819354838709677,0.623826925425247,0.714937486682967,0.443181764134924,0.195527913284431
2.22779170147591e-06,0.62206073762481,275905,166309,336,1524,0.819354838709677,0.62391737936836,0.714989317221263,0.443272218078038,0.195437459341317
2.23964165733483e-06,0.622159820210145,275949,166265,336,1524,0.819354838709677,0.624016878705785,0.715046326474093,0.443371717415462,0.195337960003892
2.25161835068956e-06,0.622227376518328,275979,166235,336,1524,0.819354838709677,0.62408471916312,0.715085193813347,0.443439557872797,0.195270119546557
2.26372382569327e-06,0.622292680949571,276008,166206,336,1524,0.819354838709677,0.624150298271877,0.715122763566614,0.443505136981555,0.1952045404378
2.27596017069701e-06,0.622380504150209,276047,166167,336,1524,0.819354838709677,0.624238490866413,0.715173285295405,0.443593329576091,0.195116347843264
2.2883295194508e-06,0.622468327350847,276086,166128,336,1524,0.819354838709677,0.624326683460949,0.715223803455459,0.443681522170626,0.195028155248729
2.30083405234398e-06,0.622553898674545,276124,166090,336,1524,0.819354838709677,0.624412614706907,0.715273022846148,0.443767453416584,0.194942224002771
2.31347599768652e-06,0.62265523313682,276169,166045,336,1524,0.819354838709677,0.624514375392909,0.715331304586855,0.443869214102587,0.194840463316768
2.32625763303286e-06,0.622718285691124,276197,166017,336,1524,0.819354838709677,0.624577693153089,0.71536756638466,0.443932531862766,0.194777145556589
2.33918128654971e-06,0.622801605137882,276234,165980,336,1524,0.819354838709677,0.624661363050469,0.715415480941239,0.444016201760146,0.194693475659209
2.35224933842987e-06,0.622898435846278,276277,165937,336,1524,0.819354838709677,0.624758601039316,0.715471161394401,0.444113439748993,0.194596237670362
2.36546422235364e-06,0.622979503416097,276313,165901,336,1524,0.819354838709677,0.624840009588118,0.715517774255417,0.444194848297795,0.194514829121559
