candidate,fold,ntree,mtry,nodesize,nsplit,splitrule,threshold_rule,selected_threshold,selected_quantile,training_oob_gmean,fit_seconds,threshold,tn,fp,fn,tp,sensitivity,specificity,gmean,precision,npv,f1,p4,informedness,markedness,roc_auc,pr_auc,predicted_positive,predicted_positive_rate,balance_gap
2,0,500,24,1,10,gini,gmean_optimized,0.000263088660878716,0.753661413222466,0.748468267191597,302.988,0.000263088660878716,57376,31067,44,328,0.881720430107527,0.648734212995941,0.756308276636088,0.0104475234910018,0.999233716475096,0.0206503604369314,0.00597142720331287,0.530454643103468,0.00968123996609749,0.82318401962068,0.0247343784178695,31395,0.353487586556325,0.232986217111586
2,0,500,24,1,10,gini,q_star_prevalence,0.00418849346533093,0.764180499297695,0.747481117706861,302.988,0.00418849346533093,71496,16947,114,258,0.693548387096774,0.808385061565076,0.748768425884522,0.0149956408020924,0.998408043569334,0.0293565454855777,0.00839398416752132,0.50193344866185,0.0134036843714263,0.82318401962068,0.0247343784178695,17205,0.193717277486911,0.114836674468302
2,1,500,24,1,10,gini,gmean_optimized,0.000789265982636148,0.751741687050856,0.745468750071659,305.44,0.000789265982636148,57501,30942,44,328,0.881720430107527,0.650147552661036,0.757131679277551,0.0104892868564119,0.999235381006169,0.0207319385626699,0.00600836906679067,0.531867982768563,0.00972466786258086,0.831691686122123,0.023346288613888,31270,0.352080166638518,0.231572877446491
2,1,500,24,1,10,gini,q_star_prevalence,0.00418849346533093,0.761433207884952,0.740590459208765,305.44,0.00418849346533093,71606,16837,103,269,0.723118279569893,0.80962880047036,0.7651518707331,0.0157254764410148,0.998563639152687,0.0307815539535416,0.00919337232504843,0.532747080040252,0.0142891155937013,0.831691686122123,0.023346288613888,17106,0.192602600912008,0.086510520900467
2,2,500,24,1,10,gini,gmean_optimized,0.000153609831029186,0.753604422701248,0.7582561836817,301.744,0.000153609831029186,58074,30370,49,323,0.868279569892473,0.656618877481796,0.755068709802739,0.0105235721500016,0.999156960239492,0.0207951070336391,0.00599473304160685,0.52489844737427,0.00968053238949373,0.820751105249516,0.0241349151146503,30693,0.34557962529274,0.211660692410677
2,2,500,24,1,10,gini,q_star_prevalence,0.00418850525533556,0.76392368363274,0.753897014323385,301.744,0.00418850525533556,71753,16691,105,267,0.717741935483871,0.811281714983492,0.763079883324758,0.015744781224201,0.998538784825628,0.0308136180034622,0.00915464647708138,0.529023650467363,0.0142835660498293,0.820751105249516,0.0241349151146503,16958,0.190934065934066,0.0935397794996213
2,3,500,24,1,10,gini,gmean_optimized,0.00277777777777778,0.76273715025615,0.750908747360936,298.843,0.00277777777777778,66984,21458,95,277,0.744623655913979,0.757377716469551,0.750973610818208,0.0127444214400736,0.998583759447815,0.0250599357669516,0.00717718226804991,0.502001372383529,0.0113281808878889,0.813509470273088,0.0249092544169094,21735,0.24472493075416,0.0127540605555722
2,3,500,24,1,10,gini,q_star_prevalence,0.00418848167539267,0.76546473005686,0.749838545291416,298.843,0.00418848167539267,71444,16998,120,252,0.67741935483871,0.807806245901269,0.739745622449445,0.0146086956521739,0.998323179252138,0.0286006128702758,0.00798081794189956,0.485225600739978,0.0129318749043119,0.813509470273088,0.0249092544169094,17250,0.194226135519175,0.130386891062559
2,4,500,24,1,10,gini,gmean_optimized,0.000993541977148534,0.755593086753364,0.747036613265424,304.621,0.000993541977148534,57975,30467,45,327,0.879032258064516,0.655514348386513,0.75909041480965,0.0106189517438462,0.999224405377456,0.0209844060835526,0.0061140881394458,0.534546606451029,0.00984335712130235,0.831097556675865,0.0305755425914817,30794,0.346724615488549,0.223517909678003
2,4,500,24,1,10,gini,q_star_prevalence,0.00418848167539267,0.765225468670833,0.744871683779907,304.621,0.00418848167539267,71798,16644,98,274,0.736559139784946,0.811808869089347,0.773269191346868,0.0161957678212555,0.998636919995549,0.0316946211683054,0.00967098199862075,0.548368008874293,0.0148326878168046,0.831097556675865,0.0305755425914817,16918,0.190487986128313,0.0752497293044004
3,0,500,12,10,10,gini,gmean_optimized,0.00305250305250305,0.71357798113489,0.767352899721222,162.587,0.00305250305250305,62830,25613,63,309,0.830645161290323,0.710401049263367,0.768173934826081,0.0119203765141579,0.998998298697788,0.0235034608655967,0.00702706313555407,0.54104621055369,0.0109186752119461,0.848193110586139,0.025925921313146,25922,0.291865112875077,0.120244112026955
3,0,500,12,10,10,gini,q_star_prevalence,0.00418849346533093,0.758213022048702,0.766623014380977,162.587,0.00418849346533093,66960,21483,87,285,0.766129032258065,0.757097791798107,0.761600025311844,0.0130926130099228,0.998702402792071,0.0257452574525745,0.00758431435936389,0.523226824056172,0.0117950158019942,0.848193110586139,0.025925921313146,21768,0.245093734166526,0.00903124045995729
3,1,500,12,10,10,gini,gmean_optimized,0.00307615995115995,0.710293053800185,0.769344792888492,163.309,0.00307615995115995,62810,25633,49,323,0.868279569892473,0.710174914916952,0.785258154795297,0.012444136230544,0.999220477576799,0.0245366150106351,0.00766745071153593,0.578454484809425,0.0116646138073429,0.863661854868192,0.0245665870071689,25956,0.292247931092721,0.158104654975521
3,1,500,12,10,10,gini,q_star_prevalence,0.00418849346533093,0.754914020475203,0.764282981569895,163.309,0.00418849346533093,66984,21459,65,307,0.825268817204301,0.757369153013806,0.790590377562696,0.0141045667554902,0.999030559739892,0.027735116089981,0.00880727530688187,0.582637970218107,0.0131351264953821,0.863661854868192,0.0245665870071689,21766,0.245071215447841,0.0678996641904957
3,2,500,12,10,10,gini,gmean_optimized,0.0037891979183941,0.743563832482309,0.777194748289194,162.664,0.0037891979183941,66003,22441,82,290,0.779569892473118,0.746268825471485,0.762737640364526,0.0127579077031367,0.998759173791329,0.0251049647231961,0.00741294188152199,0.525838717944603,0.0115170814944661,0.844123862107266,0.0274804449101549,22731,0.255933615564763,0.0333010670016335
3,2,500,12,10,10,gini,q_star_prevalence,0.00418850525533556,0.757274994511031,0.772146581822631,162.664,0.00418850525533556,67270,21174,87,285,0.766129032258065,0.760594274343087,0.763356637059962,0.0132811407800923,0.998708374779162,0.0261096605744125,0.00772910209245565,0.526723306601152,0.011989515559254,0.844123862107266,0.0274804449101549,21459,0.241611871734823,0.00553475791497737
3,3,500,12,10,10,gini,gmean_optimized,0.00315332252509009,0.721254855598716,0.768936528349754,161.862,0.00315332252509009,63436,25006,70,302,0.811827956989247,0.717261029827458,0.763080963248873,0.0119329856171961,0.998897741945643,0.0235202492211838,0.00694082967375392,0.529088986816705,0.0108307275628392,0.845249000438414,0.025247182128441,25308,0.284955074650393,0.0945669271617897
