threshold,quantile,tn,fp,fn,tp,sensitivity,specificity,gmean,informedness,balance_gap
1.61875161875162e-06,0.505546372901814,224335,217879,165,1695,0.911290322580645,0.507299633209261,0.67992444167886,0.418589955789906,0.403990689371384
1.62326067618547e-06,0.505575647302026,224348,217866,165,1695,0.911290322580645,0.507329030740773,0.679944141880996,0.418619353321418,0.403961291839873
1.62779492388431e-06,0.505611677333057,224364,217850,165,1695,0.911290322580645,0.507365212318018,0.679968387500099,0.418655534898663,0.403925110262627
1.63235457353104e-06,0.50564095173327,224377,217837,165,1695,0.911290322580645,0.50739460984953,0.679988086429063,0.418684932430175,0.403895712731115
1.63693983918703e-06,0.505652211117967,224382,217832,165,1695,0.911290322580645,0.507405916592419,0.679995662788252,0.418696239173064,0.403884405988226
1.64155093732559e-06,0.505676981764301,224393,217821,165,1695,0.911290322580645,0.507430791426775,0.680012330481336,0.418721114007421,0.40385953115387
1.64618808686605e-06,0.505704004287574,224405,217809,165,1695,0.911290322580645,0.507457927609709,0.680030512953322,0.418748250190355,0.403832394970936
1.65085150920845e-06,0.505731026810847,224417,217797,165,1695,0.911290322580645,0.507485063792643,0.680048694939162,0.418775386373289,0.403805258788002
1.6555414282687e-06,0.505744538072483,224423,217791,165,1695,0.911290322580645,0.50749863188411,0.68005778574979,0.418788954464755,0.403791690696535
1.66025807051448e-06,0.505769308718817,224434,217780,165,1695,0.911290322580645,0.507523506718467,0.680074451920326,0.418813829299112,0.403766815862179
1.66500166500167e-06,0.505782819980454,224440,217774,165,1695,0.911290322580645,0.507537074809934,0.680083542386655,0.418827397390579,0.403753247770712
1.66977244341141e-06,0.505807590626787,224451,217763,165,1695,0.911290322580645,0.50756194964429,0.680100207926013,0.418852272224935,0.403728372936355
1.67457064008788e-06,0.505818850011485,224456,217758,165,1695,0.911290322580645,0.507573256387179,0.680107783036175,0.418863578967824,0.403717066193466
1.67939649207661e-06,0.505830109396182,224461,217753,165,1695,0.911290322580645,0.507584563130068,0.680115358061966,0.418874885710713,0.403705759450577
1.68425023916353e-06,0.505841368780879,224466,217748,165,1695,0.911290322580645,0.507595869872958,0.680122933003388,0.418886192453603,0.403694452707688
1.68913212391473e-06,0.505848124411697,224469,217745,165,1695,0.911290322580645,0.507602653918691,0.680127477927745,0.418892976499336,0.403687668661954
1.69404239171681e-06,0.505852628165576,224471,217743,165,1695,0.911290322580645,0.507607176615847,0.680130507860444,0.418897499196492,0.403683145964799
1.69898129081803e-06,0.505868391304152,224478,217736,165,1695,0.911290322580645,0.507623006055892,0.680141112518594,0.418913328636537,0.403667316524754
1.70394907237013e-06,0.505886406319667,224486,217728,165,1695,0.911290322580645,0.507641096844514,0.680153231925446,0.418931419425159,0.403649225736131
1.70894599047092e-06,0.505888658196607,224487,217727,165,1695,0.911290322580645,0.507643358193092,0.680154746836119,0.418933680773737,0.403646964387553
1.7139723022076e-06,0.505893161950486,224489,217725,165,1695,0.911290322580645,0.507647880890248,0.680157776647341,0.418938203470893,0.403642441690397
1.71902826770083e-06,0.505899917581304,224492,217722,165,1695,0.911290322580645,0.507654664935981,0.68016232133887,0.418944987516626,0.403635657644664
1.72411415014965e-06,0.505911176966001,224497,217717,165,1695,0.911290322580645,0.50766597167887,0.680169895757269,0.418956294259516,0.403624350901775
1.7292302158771e-06,0.50591793259682,224500,217714,165,1695,0.911290322580645,0.507672755724604,0.680174440367822,0.418963078305249,0.403617566856041
1.73955397835995e-06,0.505920184473759,224501,217713,165,1695,0.911290322580645,0.507675017073182,0.680175955231258,0.418965339653827,0.403615305507463
1.74476222380414e-06,0.505922436350698,224502,217712,165,1695,0.911290322580645,0.50767727842176,0.680177470091321,0.418967601002405,0.403613044158886
1.75000175000175e-06,0.505929191981517,224505,217709,165,1695,0.911290322580645,0.507684062467493,0.680182014651265,0.418974385048138,0.403606260113152
1.75527283961019e-06,0.505931443858456,224506,217708,165,1695,0.911290322580645,0.507686323816071,0.680183529497833,0.418976646396716,0.403603998764574
1.76591085681995e-06,0.505933695735395,224507,217707,165,1695,0.911290322580645,0.507688585164649,0.680185044341027,0.418978907745294,0.403601737415996
1.79307871615564e-06,0.505935947612335,224508,217706,165,1695,0.911290322580645,0.507690846513227,0.680186559180846,0.418981169093872,0.403599476067419
1.81542237617004e-06,0.505938199489274,224509,217705,165,1695,0.911290322580645,0.507693107861805,0.680188074017293,0.41898343044245,0.403597214718841
1.82109557109557e-06,0.505940451366214,224510,217704,165,1695,0.911290322580645,0.507695369210382,0.680189588850365,0.418985691791027,0.403594953370263
1.83832991403969e-06,0.505942703243153,224511,217703,165,1695,0.911290322580645,0.50769763055896,0.680191103680064,0.418987953139605,0.403592692021685
2.15724131980024e-06,0.505944955120093,224512,217702,165,1695,0.911290322580645,0.507699891907538,0.68019261850639,0.418990214488183,0.403590430673107
2.16245204762584e-06,0.505947206997032,224513,217701,165,1695,0.911290322580645,0.507702153256116,0.680194133329341,0.418992475836761,0.403588169324529
2.16768800900024e-06,0.505949458873972,224514,217700,165,1695,0.911290322580645,0.507704414604694,0.68019564814892,0.418994737185339,0.403585907975952
2.17294938766286e-06,0.505951710750911,224515,217699,165,1695,0.911290322580645,0.507706675953271,0.680197162965124,0.418996998533917,0.403583646627374
2.18888789172885e-06,0.50595396262785,224516,217698,165,1695,0.911290322580645,0.507708937301849,0.680198677777955,0.418999259882495,0.403581385278796
2.19964409758501e-06,0.50595621450479,224517,217697,165,1695,0.911290322580645,0.507711198650427,0.680200192587413,0.419001521231072,0.403579123930218
2.21050653757308e-06,0.505960718258669,224519,217695,165,1695,0.911290322580645,0.507715721347583,0.680203222196208,0.419006043928228,0.403574601233062
2.21597808840866e-06,0.505962970135608,224520,217694,165,1695,0.911290322580645,0.507717982696161,0.680204736995545,0.419008305276806,0.403572339884485
2.2206283045725e-06,0.505969725766426,224523,217691,165,1695,0.911290322580645,0.507724766741894,0.680209281373316,0.419015089322539,0.403565555838751
2.22147679334268e-06,0.505971977643366,224524,217690,165,1695,0.911290322580645,0.507727028090472,0.68021079615916,0.419017350671117,0.403563294490173
2.22617987533393e-06,0.505976481397245,224526,217688,165,1695,0.911290322580645,0.507731550787628,0.680213825720728,0.419021873368273,0.403558771793017
2.22700285501766e-06,0.505978733274184,224527,217687,165,1695,0.911290322580645,0.507733812136206,0.680215340496452,0.419024134716851,0.40355651044444
2.23175927351772e-06,0.505983237028063,224529,217685,165,1695,0.911290322580645,0.507738334833361,0.680218370037779,0.419028657414006,0.403551987747284
2.23353881890467e-06,0.505985488905002,224530,217684,165,1695,0.911290322580645,0.507740596181939,0.680219884803384,0.419030918762584,0.403549726398706
2.24866654074134e-06,0.505987740781942,224531,217683,165,1695,0.911290322580645,0.507742857530517,0.680221399565614,0.419033180111162,0.403547465050128
2.24938479325904e-06,0.505989992658881,224532,217682,165,1695,0.911290322580645,0.507745118879095,0.680222914324472,0.41903544145974,0.40354520370155
2.25435936742676e-06,0.505996748289699,224535,217679,165,1695,0.911290322580645,0.507751902924828,0.680227458580807,0.419042225505474,0.403538419655817
2.25505074991713e-06,0.505999000166639,224536,217678,165,1695,0.911290322580645,0.507754164273406,0.680228973326172,0.419044486854051,0.403536158307239
2.26008109170957e-06,0.506001252043578,224537,217677,165,1695,0.911290322580645,0.507756425621984,0.680230488068164,0.419046748202629,0.403533896958661
2.26074532251793e-06,0.506003503920518,224538,217676,165,1695,0.911290322580645,0.507758686970562,0.680232002806784,0.419049009551207,0.403531635610083
2.26111337222448e-06,0.506008007674397,224540,217674,165,1695,0.911290322580645,0.507763209667718,0.680235032273903,0.419053532248363,0.403527112912928
2.26646872839772e-06,0.506012511428275,224542,217672,165,1695,0.911290322580645,0.507767732364873,0.680238061727531,0.419058054945518,0.403522590215772
2.27161211768768e-06,0.506014763305215,224543,217671,165,1695,0.911290322580645,0.507769993713451,0.680239576449285,0.419060316294096,0.403520328867194
2.27222118709924e-06,0.506017015182154,224544,217670,165,1695,0.911290322580645,0.507772255062029,0.680241091167667,0.419062577642674,0.403518067518616
2.27800292039974e-06,0.506021518936033,224546,217668,165,1695,0.911290322580645,0.507776777759185,0.680244120594311,0.41906710033983,0.403513544821461
2.2832614105989e-06,0.506026022689912,224548,217666,165,1695,0.911290322580645,0.50778130045634,0.680247150007464,0.419071623036985,0.403509022124305
2.28913097720712e-06,0.50603503019767,224552,217662,165,1695,0.911290322580645,0.507790345850652,0.680253208793297,0.419080668431297,0.403499976729994
2.28965510925089e-06,0.506037282074609,224553,217661,165,1695,0.911290322580645,0.507792607199229,0.680254723481324,0.419082929779874,0.403497715381416
2.29503079931333e-06,0.506041785828488,224555,217659,165,1695,0.911290322580645,0.507797129896385,0.680257752847259,0.41908745247703,0.40349319268426
2.29511507706996e-06,0.506044037705428,224556,217658,165,1695,0.911290322580645,0.507799391244963,0.680259267525168,0.419089713825608,0.403490931335682
2.29552601978743e-06,0.506048541459306,224558,217656,165,1695,0.911290322580645,0.507803913942119,0.680262296870867,0.419094236522764,0.403486408638527
2.30088169786662e-06,0.506057548967064,224562,217652,165,1695,0.911290322580645,0.50781295933643,0.680268355521795,0.419103281917075,0.403477363244215
2.30096111145626e-06,0.506059800844004,224563,217651,165,1695,0.911290322580645,0.507815220685008,0.680269870176096,0.419105543265653,0.403475101895637
2.30142711495398e-06,0.506064304597882,224565,217649,165,1695,0.911290322580645,0.507819743382163,0.68027289947458,0.419110065962808,0.403470579198482
2.30692215060511e-06,0.50607331210564,224569,217645,165,1695,0.911290322580645,0.507828788776475,0.68027895803108,0.41911911135712,0.40346153380417
2.30735862813685e-06,0.506077815859519,224571,217643,165,1695,0.911290322580645,0.507833311473631,0.680281987289096,0.419123634054276,0.403457011107015
2.31250231250231e-06,0.506089075244216,224576,217638,165,1695,0.911290322580645,0.50784461821652,0.680289560375122,0.419134940797165,0.403445704364126
2.31291415619109e-06,0.506093578998095,224578,217636,165,1695,0.911290322580645,0.507849140913675,0.680292589585927,0.41913946349432,0.40344118166697
2.31332079513462e-06,0.506100334628913,224581,217633,165,1695,0.911290322580645,0.507855924959409,0.680297133376844,0.419146247540054,0.403434397621236
2.31893737013951e-06,0.506109342136671,224585,217629,165,1695,0.911290322580645,0.50786497035372,0.680303191717525,0.419155292934365,0.403425352226925
2.31931385418938e-06,0.506116097767489,224588,217626,165,1695,0.911290322580645,0.507871754399454,0.68030773543763,0.419162076980099,0.403418568181191
2.32424090292111e-06,0.506131860906065,224595,217619,165,1695,0.911290322580645,0.507887583839499,0.680318337333194,0.419177906420144,0.403402738741147
2.32499203690227e-06,0.506136364659944,224597,217617,165,1695,0.911290322580645,0.507892106536654,0.680321366415866,0.419182429117299,0.403398216043991
2.32533804601844e-06,0.506140868413823,224599,217615,165,1695,0.911290322580645,0.50789662923381,0.680324395485052,0.419186951814455,0.403393693346835
2.33015500191073e-06,0.50615212779852,224604,217610,165,1695,0.911290322580645,0.507907935976699,0.680331968099013,0.419198258557344,0.403382386603946
2.33107840349102e-06,0.50615437967546,224605,217609,165,1695,0.911290322580645,0.507910197325277,0.68033348261169,0.419200519905922,0.403380125255368
2.33139361384661e-06,0.506158883429338,224607,217607,165,1695,0.911290322580645,0.507914720022433,0.680336511626931,0.419205042603078,0.403375602558213
2.33609927487479e-06,0.506170142814036,224612,217602,165,1695,0.911290322580645,0.507926026765322,0.680344084106032,0.419216349345967,0.403364295815323
2.33719671951068e-06,0.506174646567914,224614,217600,165,1695,0.911290322580645,0.507930549462477,0.680347113074073,0.419220872043123,0.403359773118168
2.3374808034389e-06,0.506181402198733,224617,217597,165,1695,0.911290322580645,0.507937333508211,0.68035165650085,0.419227656088856,0.403352989072434
2.34207395332715e-06,0.50619266158343,224622,217592,165,1695,0.911290322580645,0.5079486402511,0.680359228811387,0.419238962831745,0.403341682329545
2.34334723719361e-06,0.506197165337309,224624,217590,165,1695,0.911290322580645,0.507953162948256,0.680362257712004,0.419243485528901,0.403337159632389
2.34359986313377e-06,0.506199417214248,224625,217589,165,1695,0.911290322580645,0.507955424296834,0.680363772157256,0.419245746877479,0.403334898283811
2.34807927115619e-06,0.506217432229764,224633,217581,165,1695,0.911290322580645,0.507973515085456,0.680375887597914,0.419263837666102,0.403316807495189
2.34953021143422e-06,0.5062309434914,224639,217575,165,1695,0.911290322580645,0.507987083176923,0.680384974036831,0.419277405757569,0.403303239403722
2.3497510438769e-06,0.506242202876097,224644,217570,165,1695,0.911290322580645,0.507998389919813,0.680392545976567,0.419288712500458,0.403291932660833
2.35411546465531e-06,0.50626922539937,224656,217558,165,1695,0.911290322580645,0.508025526102747,0.680410718288134,0.419315848683392,0.403264796477898
2.35574589982426e-06,0.506273729153249,224658,217556,165,1695,0.911290322580645,0.508030048799902,0.680413746959542,0.419320371380548,0.403260273780743
2.35593459925552e-06,0.506280484784068,224661,217553,165,1695,0.911290322580645,0.508036832845636,0.680418289941378,0.419327155426281,0.403253489735009
2.36018277255391e-06,0.506293996045704,224667,217547,165,1695,0.911290322580645,0.508050400937103,0.680427375814053,0.419340723517748,0.403239921643542
2.36215078553324e-06,0.50630975918428,224674,217540,165,1695,0.911290322580645,0.508066230377148,0.680437975845502,0.419356552957793,0.403224092203497
2.36628143604888e-06,0.506343537338372,224689,217525,165,1695,0.911290322580645,0.508100150605815,0.680460689642574,0.41939047318646,0.40319017197483
2.3682764631212e-06,0.50635029296919,224692,217522,165,1695,0.911290322580645,0.508106934651549,0.680465232311007,0.419397257232194,0.403183387929096
2.36839986168545e-06,0.506361552353887,224697,217517,165,1695,0.911290322580645,0.508118241394438,0.680472803357671,0.419408563975083,0.403172081186207
2.37241169883657e-06,0.506399834261857,224714,217500,165,1695,0.911290322580645,0.508156684320261,0.680498544286262,0.419447006900906,0.403133638260384
2.37459186702286e-06,0.506406589892676,224717,217497,165,1695,0.911290322580645,0.508163468365995,0.680503086701998,0.41945379094664,0.40312685421465
2.37468208943528e-06,0.506417849277373,224722,217492,165,1695,0.911290322580645,0.508174775108884,0.680510657327511,0.419465097689529,0.403115547471761
2.37857380714524e-06,0.506442619923706,224733,217481,165,1695,0.911290322580645,0.50819964994324,0.680527312407185,0.419489972523885,0.403090672637405
2.38094104313789e-06,0.506451627431464,224737,217477,165,1695,0.911290322580645,0.508208695337552,0.680533368698733,0.419499017918197,0.403081627243094
2.38099773329016e-06,0.50646739057004,224744,217470,165,1695,0.911290322580645,0.508224524777596,0.680543967079256,0.419514847358242,0.403065797803049
2.38476800976801e-06,0.506485405585556,224752,217462,165,1695,0.911290322580645,0.508242615566219,0.680556079312036,0.419532938146864,0.403047707014426
2.38732426309268e-06,0.506494413093313,224756,217458,165,1695,0.911290322580645,0.50825166096053,0.680562135347589,0.419541983541176,0.403038661620115
2.38734706057893e-06,0.506498916847192,224758,217456,165,1695,0.911290322580645,0.508256183657686,0.680565163345157,0.419546506238331,0.403034138922959
2.39099455809639e-06,0.506530443124344,224772,217442,165,1695,0.911290322580645,0.508287842537776,0.68058635895092,0.419578165118421,0.403002480042869
2.39373034148957e-06,0.506541702509041,224777,217437,165,1695,0.911290322580645,0.508299149280665,0.68059392865015,0.41958947186131,0.40299117329998
2.39374180143433e-06,0.506568725032314,224789,217425,165,1695,0.911290322580645,0.508326285463599,0.680612095584808,0.419616608044244,0.402964037117046
2.39725370615423e-06,0.506579984417012,224794,217420,165,1695,0.911290322580645,0.508337592206488,0.680619664997801,0.419627914787133,0.402952730374157
2.40014784910751e-06,0.506595747555588,224801,217413,165,1695,0.911290322580645,0.508353421646533,0.680630262034567,0.419643744227178,0.402936900934112
2.40019393567e-06,0.506631777586619,224817,217397,165,1695,0.911290322580645,0.508389603223779,0.680654483213358,0.419679925804424,0.402900719356867
2.40354571063233e-06,0.506638533217437,224820,217394,165,1695,0.911290322580645,0.508396387269512,0.680659024588427,0.419686709850157,0.402893935311133
2.40659985945457e-06,0.50666555574071,224832,217382,165,1695,0.911290322580645,0.508423523452446,0.680677189785707,0.419713846033091,0.402866799128199
2.40668094630695e-06,0.506685822633165,224841,217373,165,1695,0.911290322580645,0.508443875589647,0.680690813365542,0.419734198170292,0.402846446990998
2.40987083092346e-06,0.506688074510104,224842,217372,165,1695,0.911290322580645,0.508446136938225,0.680692327079803,0.41973645951887,0.402844185642421
2.41308665152857e-06,0.506701585771741,224848,217366,165,1695,0.911290322580645,0.508459705029692,0.680701409294683,0.419750027610337,0.402830617550954
2.41320311689315e-06,0.506724104541135,224858,217356,165,1695,0.911290322580645,0.50848231851547,0.680716546050202,0.419772641096115,0.402808004065175
2.41622932915809e-06,0.506737615802772,224864,217350,165,1695,0.911290322580645,0.508495886606937,0.680725627941953,0.419786209187582,0.402794435973708
2.41960850734351e-06,0.50674437143359,224867,217347,165,1695,0.911290322580645,0.50850267065267,0.680730168842392,0.419792993233316,0.402787651927975
2.41976073405862e-06,0.506778149587681,224882,217332,165,1695,0.911290322580645,0.508536590881338,0.680752872890241,0.419826913461983,0.402753731699307
2.42029953627061e-06,0.506789408972379,224887,217327,165,1695,0.911290322580645,0.508547897624227,0.680760440737923,0.419838220204872,0.402742424956418
2.42262147024052e-06,0.506791660849318,224888,217326,165,1695,0.911290322580645,0.508550158972805,0.680761954297364,0.41984048155345,0.40274016360784
2.42616571197046e-06,0.506814179618712,224898,217316,165,1695,0.911290322580645,0.508572772458583,0.680777089706694,0.419863095039229,0.402717550122062
2.42635408755741e-06,0.506859217157501,224918,217296,165,1695,0.911290322580645,0.50861799943014,0.680807359515902,0.419908322010785,0.402672323150505
2.42904752188572e-06,0.506868224665259,224922,217292,165,1695,0.911290322580645,0.508627044824452,0.680813413316244,0.419917367405097,0.402663277756194
2.43275855357907e-06,0.506879484049956,224927,217287,165,1695,0.911290322580645,0.508638351567341,0.680820980490973,0.419928674147986,0.402651971013304
2.4329834703103e-06,0.50689975094241,224936,217278,165,1695,0.911290322580645,0.508658703704541,0.680834601193538,0.419949026285186,0.402631618876104
2.43550775465669e-06,0.506904254696289,224938,217276,165,1695,0.911290322580645,0.508663226401697,0.680837627979325,0.419953548982342,0.402627096178948
2.43938732347983e-06,0.506931277219563,224950,217264,165,1695,0.911290322580645,0.508690362584631,0.680855788411477,0.419980685165276,0.402599959996014
2.43964917844814e-06,0.506967307250593,224966,217248,165,1695,0.911290322580645,0.508726544161876,0.68088000156754,0.420016866742522,0.402563778418769
2.44200244200244e-06,0.506978566635291,224971,217243,165,1695,0.911290322580645,0.508737850904766,0.680887568002228,0.420028173485411,0.40255247167588
2.4440316746505e-06,0.506992077896927,224977,217237,165,1695,0.911290322580645,0.508751418996233,0.680896647612865,0.420041741576878,0.402538903584413
2.44605231616694e-06,0.506994329773867,224978,217236,165,1695,0.911290322580645,0.50875368034481,0.680898160869533,0.420044002925455,0.402536642235835
2.44635151135596e-06,0.507005589158564,224983,217231,165,1695,0.911290322580645,0.5087649870877,0.680905727102429,0.420055309668345,0.402525335492946
2.44853186029657e-06,0.5070191004202,224989,217225,165,1695,0.911290322580645,0.508778555179167,0.680914806470925,0.420068877759812,0.402511767401478
2.45275382936192e-06,0.507037115435716,224997,217217,165,1695,0.911290322580645,0.508796645967789,0.680926912107267,0.420086968548435,0.402493676612856
2.45309077171783e-06,0.507061886082049,225008,217206,165,1695,0.911290322580645,0.508821520802146,0.680943557005837,0.420111843382791,0.4024688017785
2.45509628887645e-06,0.507066389835928,225010,217204,165,1695,0.911290322580645,0.508826043499301,0.680946583307319,0.420116366079947,0.402464279081344
2.45949216405797e-06,0.507095664236141,225023,217191,165,1695,0.911290322580645,0.508855441030813,0.680966253939126,0.420145763611458,0.402434881549832
2.45986726556235e-06,0.507118183005535,225033,217181,165,1695,0.911290322580645,0.508878054516592,0.680981384807717,0.420168377097237,0.402412268064054
2.46169601008311e-06,0.50713844989799,225042,217172,165,1695,0.911290322580645,0.508898406653792,0.680995002302007,0.420188729234437,0.402391915926853
2.46626762456501e-06,0.507151961159627,225048,217166,165,1695,0.911290322580645,0.508911974745259,0.681004080480257,0.420202297325904,0.402378347835386
2.46668130230906e-06,0.507169976175142,225056,217158,165,1695,0.911290322580645,0.508930065533882,0.681016184529678,0.420220388114527,0.402360257046763
2.46833130930166e-06,0.5071789836829,225060,217154,165,1695,0.911290322580645,0.508939110928193,0.681022236473714,0.420229433508838,0.402351211652452
2.47308051855552e-06,0.507192494944536,225066,217148,165,1695,0.911290322580645,0.50895267901966,0.681031314288932,0.420243001600305,0.402337643560985
2.47353319481547e-06,0.507210509960052,225074,217140,165,1695,0.911290322580645,0.508970769808283,0.681043417854331,0.420261092388928,0.402319552772362
2.47408397040996e-06,0.507215013713931,225076,217138,165,1695,0.911290322580645,0.508975292505439,0.681046443712071,0.420265615086084,0.402315030075207
2.47500247500247e-06,0.50721726559087,225077,217137,165,1695,0.911290322580645,0.508977553854016,0.6810479566359,0.420267876434662,0.402312768726629
2.47993115711108e-06,0.507237532483325,225086,217128,165,1695,0.911290322580645,0.508997905991217,0.681061572799119,0.420288228571862,0.402292416589428
2.48042325942499e-06,0.507262303129659,225097,217117,165,1695,0.911290322580645,0.509022780825573,0.681078214406711,0.420313103406218,0.402267541755072
2.48170979878297e-06,0.507266806883537,225099,217115,165,1695,0.911290322580645,0.509027303522729,0.681081240109859,0.420317626103374,0.402263019057916
2.48681985476972e-06,0.507293829406811,225111,217103,165,1695,0.911290322580645,0.509054439705663,0.681099394046481,0.420344762286308,0.402235882874982
